"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"haugesund.kommune.no","haugesund.kommune.no","https://haugesund.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"haugesundkommunalepensjonskasse.no","haugesundkommunalepensjonskasse.no","http://haugesundkommunalepensjonskasse.no","","Haugesund Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"haugesundportalen.no","haugesundportalen.no","http://haugesundportalen.no","","Bokn Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugesundporten.no","haugesundporten.no","http://haugesundporten.no","","Bokn Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugesundregionen.no","haugesundregionen.no","http://haugesundregionen.no","","Haugaland Vekst Iks","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugesundsregionen.no","haugesundsregionen.no","http://haugesundsregionen.no","","Haugaland Vekst Iks","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"havbyen.no","havbyen.no","http://havbyen.no","","Frøya Kommune","Sør-Trøndelag","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"havhesten.no","havhesten.no","https://havhesten.no","","Flora Kommune","Sogn og Fjordane","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"havnalegesenter.no","havnalegesenter.no","http://havnalegesenter.no","","Bodø Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"havnasskole.no","havnasskole.no","http://www.havnasskole.no","","Trøgstad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"hbre.no","hbre.no","http://hbre.no","","Haugesund Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"hdal.no","hdal.no","http://hdal.no","","Hattfjelldal Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hdkarriere.no","hdkarriere.no","http://hdkarriere.no","","Buskerud Fylkeskommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"hdnett.no","hdnett.no","http://www.hdnett.no","","Regionrådet For Hallingdal","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"hdpolitiker.no","hdpolitiker.no","http://hdpolitiker.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hdskolene.no","hdskolene.no","http://hdskolene.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hebekk-skole.no","hebekk-skole.no","http://hebekk-skole.no","","Ski Kommune","Akershus","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hedbrann.no","hedbrann.no","http://hedbrann.no","","Hedmarken Brannvesen","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"heddal-stavkyrkje.no","heddal-stavkyrkje.no","http://heddal-stavkyrkje.no","","Heddal Sokn","Telemark","No","dotgov","No","No","No","","","","","","No"
"heddalstavkirke.no","heddalstavkirke.no","http://www.heddalstavkirke.no","","Heddal Sokn","Telemark","No","dotgov","No","No","No","","","","","","No"
"heddalstavkyrkje.no","heddalstavkyrkje.no","http://www.heddalstavkyrkje.no","","Heddal Sokn","Telemark","No","dotgov","No","No","No","","","","","","No"
"heddelandbarnehage.no","heddelandbarnehage.no","http://heddelandbarnehage.no","","Marnardal Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"hedmark-ikt.no","hedmark-ikt.no","https://www.hedmark-ikt.no","","Hedmark Ikt","Hedmark","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hedmark-revisjon.no","hedmark-revisjon.no","http://hedmark-revisjon.no","","Hedmark Revisjon Iks","Hedmark","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"hedmarken-brannvesen.no","hedmarken-brannvesen.no","https://hedmarken-brannvesen.no","","Hedmarken Brannvesen","Hedmark","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hedmarken-ikt.no","hedmarken-ikt.no","http://hedmarken-ikt.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"hedmarkenkart.no","hedmarkenkart.no","http://hedmarkenkart.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"hedmarkikt.no","hedmarkikt.no","http://hedmarkikt.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"hedvigshybel.no","hedvigshybel.no","http://hedvigshybel.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"heerbarnehage.no","heerbarnehage.no","http://heerbarnehage.no","","Frogn Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"heerskole.no","heerskole.no","http://heerskole.no","","Frogn Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"heftig-og-begeistret.no","heftig-og-begeistret.no","http://heftig-og-begeistret.no","","Berlevåg Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hegebostadbarnehage.no","hegebostadbarnehage.no","http://hegebostadbarnehage.no","","Hægebostad Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"heggelundsandbubarnehage.no","heggelundsandbubarnehage.no","http://www.heggelundsandbubarnehage.no","","Sel Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"heggoy.no","heggoy.no","http://heggoy.no","","Øygarden Kommune","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"heidalbarnehage.no","heidalbarnehage.no","http://www.heidalbarnehage.no","","Sel Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"heidalskule.no","heidalskule.no","http://heidalskule.no","","Sel Kommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"heierdriftsstasjon.no","heierdriftsstasjon.no","http://www.heierdriftsstasjon.no","","Enebakk Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"heimdalikt.no","heimdalikt.no","http://www.heimdalikt.no","","Sør-Trøndelag Fylkeskommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"heimen-barnehage.no","heimen-barnehage.no","http://heimen-barnehage.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"heiplanen.no","heiplanen.no","http://heiplanen.no","","Aust-Agder Fylkeskommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"heistadskole.no","heistadskole.no","http://heistadskole.no","","Porsgrunn Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"heistadungdomsskole.no","heistadungdomsskole.no","http://heistadungdomsskole.no","","Porsgrunn Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"hel-kirken.no","hel-kirken.no","http://hel-kirken.no","","Bogafjell Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"hel.no","hel.no","http://hel.no","","Helgeland Regionråd Iks","Nordland","No","dotgov","No","No","No","","","","","","No"
"helerogalandleser.no","helerogalandleser.no","http://helerogalandleser.no","","Rogaland Fylkeskommune","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"helgeland-ikt.no","helgeland-ikt.no","http://helgeland-ikt.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"helgeland-kulturforum.no","helgeland-kulturforum.no","http://helgeland-kulturforum.no","","Helgeland Regionråd Iks","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"helgeland-regionraad.no","helgeland-regionraad.no","http://helgeland-regionraad.no","","Helgeland Regionråd Iks","Nordland","No","dotgov","No","No","No","","","","","","No"
"helgeland-rehabilitering.no","helgeland-rehabilitering.no","http://helgeland-rehabilitering.no","","Sømna Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"helgelandkulturhus.no","helgelandkulturhus.no","http://helgelandkulturhus.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"helgelandskartet.no","helgelandskartet.no","http://helgelandskartet.no","","Vefsn Kommune","Nordland","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helgelending.no","helgelending.no","http://helgelending.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"helgenkongensrike.no","helgenkongensrike.no","http://helgenkongensrike.no","","Stiklestad Nasjonale Kultursenter AS","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"helgerud-menighet.no","helgerud-menighet.no","http://helgerud-menighet.no","","Helgerud Sokn","Akershus","No","dotgov","No","No","No","","","","","","No"
"hellemyrmenighet.no","hellemyrmenighet.no","http://hellemyrmenighet.no","","Hellemyr Sokn","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"helpdesk.os.hordaland.no","helpdesk.os.hordaland.no","http://helpdesk.os.hordaland.no","","Os Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"helsekontoen.no","helsekontoen.no","http://www.helsekontoen.no","","Nordland Fylkeskommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"helsestasjonene.no","helsestasjonene.no","http://helsestasjonene.no","","Stjørdal Kommune","Nord-Trøndelag","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helsetfritidssenter.no","helsetfritidssenter.no","http://helsetfritidssenter.no","","Bærum Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"helsetunetlegekontor.no","helsetunetlegekontor.no","http://helsetunetlegekontor.no","","Lindås Kommune","Hordaland","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helsevakt.no","helsevakt.no","http://helsevakt.no","","Trondheim Kommune Kultur og Næring","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"helsing.no","helsing.no","http://helsing.no","","Sauherad og Nes Sokn","Telemark","No","dotgov","No","No","No","","","","","","No"
"hemmingstad.no","hemmingstad.no","http://hemmingstad.no","","Haugesund Kommune","Rogaland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"hemne.kommune.no","hemne.kommune.no","http://hemne.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hemneelev.no","hemneelev.no","http://hemneelev.no","","Hemne Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"hemnes.kommune.no","hemnes.kommune.no","https://hemnes.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hemnesbergetlegekontor.no","hemnesbergetlegekontor.no","http://hemnesbergetlegekontor.no","","Hemnes Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hemsedal.kommune.no","hemsedal.kommune.no","http://www.hemsedal.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hemsedalbibliotek.no","hemsedalbibliotek.no","http://hemsedalbibliotek.no","","Hemsedal Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"henningsvar.gs.nl.no","henningsvar.gs.nl.no","http://www.henningsvar.gs.nl.no","","Vågan Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"henningsvarskole.no","henningsvarskole.no","http://www.henningsvarskole.no","","Vågan Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"henrik-ibsen.no","henrik-ibsen.no","http://henrik-ibsen.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"henrikibsen.no","henrikibsen.no","http://henrikibsen.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"henstadbarnehage.no","henstadbarnehage.no","http://henstadbarnehage.no","","Askim Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"hent-grovavfall.no","hent-grovavfall.no","http://hent-grovavfall.no","","Stavanger Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hent-hageavfall.no","hent-hageavfall.no","http://hent-hageavfall.no","","Stavanger Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hentavfall.no","hentavfall.no","https://www.hentavfall.no","","Stavanger Kommune","Rogaland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"herdlafort.no","herdlafort.no","http://herdlafort.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"herdlakirke.no","herdlakirke.no","http://herdlakirke.no","","Askøy Kirkelige Fellesråd","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"herdlamuseum.no","herdlamuseum.no","http://herdlamuseum.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"heroy-kyrkje.no","heroy-kyrkje.no","http://www.heroy-kyrkje.no","","Herøy Kyrkjelege Fellesråd","Møre og Romsdal","No","dotgov","No","No","Yes","No","Yes","No","No","No","No"
"heroy-no.kommune.no","heroy-no.kommune.no","http://heroy-no.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"heroy.kommune.no","heroy.kommune.no","https://www.heroy.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"heroydagan.no","heroydagan.no","http://heroydagan.no","","Herøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"heroyfjerdingen.no","heroyfjerdingen.no","http://www.heroyfjerdingen.no","","Herøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"heroykommune.no","heroykommune.no","http://heroykommune.no","","Herøy Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"heroykulturhus.no","heroykulturhus.no","http://heroykulturhus.no","","Herøy Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"herregaarden.no","herregaarden.no","http://herregaarden.no","","Larvik Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"herregaardsnettverket.no","herregaardsnettverket.no","http://herregaardsnettverket.no","","Østfoldmuseene","Østfold","No","dotgov","No","No","No","","","","","","No"
"herregarden.no","herregarden.no","http://herregarden.no","","Larvik Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"herregardshavnabarnehage.no","herregardshavnabarnehage.no","http://www.herregardshavnabarnehage.no","","Nome Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"hessdalsfenomenet.no","hessdalsfenomenet.no","http://hessdalsfenomenet.no","","Holtålen Kommune","Sør-Trøndelag","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"heva.no","heva.no","http://www.heva.no","","Helgeland Regionråd Iks","Nordland","No","dotgov","No","No","No","","","","","","No"
"hfk.no","hfk.no","http://hfk.no","","Hordaland Fylkeskommune","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"hgsmuseum.no","hgsmuseum.no","http://hgsmuseum.no","","Stokke Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"hias.no","hias.no","https://hias.no","","Hias Iks","Hedmark","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hidraskole.no","hidraskole.no","http://hidraskole.no","","Flekkefjord Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"hillestad-skole.no","hillestad-skole.no","http://hillestad-skole.no","","Holmestrand Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"hillevagkirke.no","hillevagkirke.no","http://hillevagkirke.no","","Hillevåg Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"him-iks.no","him-iks.no","http://him-iks.no","","Haugaland Interkommunale Miljøverk","Rogaland","No","dotgov","No","No","No","","","","","","No"
"himiks.no","himiks.no","http://himiks.no","","Haugaland Interkommunale Miljøverk","Rogaland","No","dotgov","No","No","No","","","","","","No"
"himmeljord.no","himmeljord.no","http://himmeljord.no","","Sogn og Fjordane Fylkeskommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"hinnakirke.no","hinnakirke.no","http://hinnakirke.no","","Hinna Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"historieboka.no","historieboka.no","http://www.historieboka.no","","Buskerud Fylkeskommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"historiskehadeland.no","historiskehadeland.no","http://historiskehadeland.no","","Gran Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"historiskekongsvinger.no","historiskekongsvinger.no","http://www.historiskekongsvinger.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
